"Fechas","Producción interna de acero","Exportación de acero","Importación de acero","Disponibilidades de acero","Producción de cemento","Exportaciones de cemento","Importaciones de cemento","Estadísticas Generales. Consumo aparente de cemento"
"ENE 1955",NA,NA,NA,NA,282.00,NA,NA,NA
"FEB 1955",NA,NA,NA,NA,262.00,NA,NA,NA
"MAR 1955",NA,NA,NA,NA,296.00,NA,NA,NA
"ABR 1955",NA,NA,NA,NA,304.00,NA,NA,NA
"MAY 1955",NA,NA,NA,NA,326.00,NA,NA,NA
"JUN 1955",NA,NA,NA,NA,321.00,NA,NA,NA
"JUL 1955",NA,NA,NA,NA,327.00,NA,NA,NA
"AGO 1955",NA,NA,NA,NA,327.00,NA,NA,NA
"SEP 1955",NA,NA,NA,NA,317.00,NA,NA,NA
"OCT 1955",NA,NA,NA,NA,334.00,NA,NA,NA
"NOV 1955",NA,NA,NA,NA,315.00,NA,NA,NA
"DIC 1955",NA,NA,NA,NA,340.00,NA,NA,NA
"ENE 1956",NA,NA,NA,NA,316.00,NA,NA,NA
"FEB 1956",NA,NA,NA,NA,271.00,NA,NA,NA
"MAR 1956",NA,NA,NA,NA,322.00,NA,NA,NA
"ABR 1956",NA,NA,NA,NA,314.00,NA,NA,NA
"MAY 1956",NA,NA,NA,NA,335.00,NA,NA,NA
"JUN 1956",NA,NA,NA,NA,338.00,NA,NA,NA
"JUL 1956",NA,NA,NA,NA,336.00,NA,NA,NA
"AGO 1956",NA,NA,NA,NA,354.00,NA,NA,NA
"SEP 1956",NA,NA,NA,NA,338.00,NA,NA,NA
"OCT 1956",NA,NA,NA,NA,367.00,NA,NA,NA
"NOV 1956",NA,NA,NA,NA,352.00,NA,NA,NA
"DIC 1956",NA,NA,NA,NA,356.00,NA,NA,NA
"ENE 1957",NA,NA,NA,NA,323.00,NA,NA,NA
"FEB 1957",NA,NA,NA,NA,315.00,NA,NA,NA
"MAR 1957",NA,NA,NA,NA,370.00,NA,NA,NA
"ABR 1957",NA,NA,NA,NA,370.00,NA,NA,NA
"MAY 1957",NA,NA,NA,NA,402.00,NA,NA,NA
"JUN 1957",NA,NA,NA,NA,406.00,NA,NA,NA
"JUL 1957",NA,NA,NA,NA,393.00,NA,NA,NA
"AGO 1957",NA,NA,NA,NA,394.00,NA,NA,NA
"SEP 1957",NA,NA,NA,NA,381.00,NA,NA,NA
"OCT 1957",NA,NA,NA,NA,382.00,NA,NA,NA
"NOV 1957",NA,NA,NA,NA,384.00,NA,NA,NA
"DIC 1957",NA,NA,NA,NA,390.00,NA,NA,NA
"ENE 1958",NA,NA,NA,NA,344.00,NA,NA,NA
"FEB 1958",NA,NA,NA,NA,345.00,NA,NA,NA
"MAR 1958",NA,NA,NA,NA,388.00,NA,NA,NA
"ABR 1958",NA,NA,NA,NA,398.00,NA,NA,NA
"MAY 1958",NA,NA,NA,NA,318.00,NA,NA,NA
"JUN 1958",NA,NA,NA,NA,404.00,NA,NA,NA
"JUL 1958",NA,NA,NA,NA,414.00,NA,NA,NA
"AGO 1958",NA,NA,NA,NA,424.00,NA,NA,NA
"SEP 1958",NA,NA,NA,NA,404.00,NA,NA,NA
"OCT 1958",NA,NA,NA,NA,419.00,NA,NA,NA
"NOV 1958",NA,NA,NA,NA,415.00,NA,NA,NA
"DIC 1958",NA,NA,NA,NA,436.00,NA,NA,NA
"ENE 1959",NA,NA,NA,NA,400.00,NA,NA,NA
"FEB 1959",NA,NA,NA,NA,372.00,NA,NA,NA
"MAR 1959",NA,NA,NA,NA,431.00,NA,NA,NA
"ABR 1959",NA,NA,NA,NA,425.00,NA,NA,NA
"MAY 1959",NA,NA,NA,NA,439.00,NA,NA,NA
"JUN 1959",NA,NA,NA,NA,441.00,NA,NA,NA
"JUL 1959",NA,NA,NA,NA,448.00,NA,NA,NA
"AGO 1959",NA,NA,NA,NA,463.00,NA,NA,NA
"SEP 1959",NA,NA,NA,NA,457.00,NA,NA,NA
"OCT 1959",NA,NA,NA,NA,472.00,NA,NA,NA
"NOV 1959",NA,NA,NA,NA,456.00,NA,NA,NA
"DIC 1959",NA,NA,NA,NA,415.00,NA,NA,NA
"ENE 1960",NA,NA,NA,NA,361.00,NA,NA,NA
"FEB 1960",NA,NA,NA,NA,360.00,NA,NA,NA
"MAR 1960",NA,NA,NA,NA,415.00,NA,NA,NA
"ABR 1960",NA,NA,NA,NA,420.00,NA,NA,NA
"MAY 1960",NA,NA,NA,NA,458.00,NA,NA,NA
"JUN 1960",NA,NA,NA,NA,446.00,NA,NA,NA
"JUL 1960",NA,NA,NA,NA,454.00,NA,NA,NA
"AGO 1960",NA,NA,NA,NA,471.00,NA,NA,NA
"SEP 1960",NA,NA,NA,NA,503.00,NA,NA,NA
"OCT 1960",NA,NA,NA,NA,490.00,NA,NA,NA
"NOV 1960",NA,NA,NA,NA,429.00,NA,NA,NA
"DIC 1960",NA,NA,NA,NA,407.00,NA,NA,NA
"ENE 1961",NA,NA,NA,NA,387.00,NA,NA,NA
"FEB 1961",NA,NA,NA,NA,408.00,NA,NA,NA
"MAR 1961",NA,NA,NA,NA,526.00,NA,NA,NA
"ABR 1961",NA,NA,NA,NA,520.00,NA,NA,NA
"MAY 1961",NA,NA,NA,NA,517.00,NA,NA,NA
"JUN 1961",NA,NA,NA,NA,513.00,NA,NA,NA
"JUL 1961",NA,NA,NA,NA,508.00,NA,NA,NA
"AGO 1961",NA,NA,NA,NA,529.00,NA,NA,NA
"SEP 1961",NA,NA,NA,NA,515.00,NA,NA,NA
"OCT 1961",NA,NA,NA,NA,489.00,NA,NA,NA
"NOV 1961",NA,NA,NA,NA,507.00,NA,NA,NA
"DIC 1961",NA,NA,NA,NA,511.00,NA,NA,NA
"ENE 1962",NA,NA,NA,NA,462.00,NA,NA,NA
"FEB 1962",NA,NA,NA,NA,484.00,NA,NA,NA
"MAR 1962",NA,NA,NA,NA,561.00,NA,NA,NA
"ABR 1962",NA,NA,NA,NA,563.00,NA,NA,NA
"MAY 1962",NA,NA,NA,NA,581.00,NA,NA,NA
"JUN 1962",NA,NA,NA,NA,538.00,NA,NA,NA
"JUL 1962",NA,NA,NA,NA,561.00,NA,NA,NA
"AGO 1962",NA,NA,NA,NA,574.00,NA,NA,NA
"SEP 1962",NA,NA,NA,NA,567.00,NA,NA,NA
"OCT 1962",NA,NA,NA,NA,618.00,NA,NA,NA
"NOV 1962",NA,NA,NA,NA,508.00,NA,NA,NA
"DIC 1962",NA,NA,NA,NA,545.00,NA,NA,NA
"ENE 1963",NA,NA,NA,NA,491.00,NA,NA,NA
"FEB 1963",NA,NA,NA,NA,469.00,NA,NA,NA
"MAR 1963",NA,NA,NA,NA,551.00,NA,NA,NA
"ABR 1963",NA,NA,NA,NA,590.00,NA,NA,NA
"MAY 1963",NA,NA,NA,NA,643.00,NA,NA,NA
"JUN 1963",NA,NA,NA,NA,606.00,NA,NA,NA
"JUL 1963",NA,NA,NA,NA,620.00,NA,NA,NA
"AGO 1963",NA,NA,NA,NA,630.00,NA,NA,NA
"SEP 1963",NA,NA,NA,NA,613.00,NA,NA,NA
"OCT 1963",NA,NA,NA,NA,664.00,NA,NA,NA
"NOV 1963",NA,NA,NA,NA,603.00,NA,NA,NA
"DIC 1963",NA,NA,NA,NA,643.00,NA,NA,NA
"ENE 1964",NA,NA,NA,NA,580.30,NA,NA,NA
"FEB 1964",NA,NA,NA,NA,588.10,NA,NA,NA
"MAR 1964",NA,NA,NA,NA,637.20,NA,NA,NA
"ABR 1964",NA,NA,NA,NA,649.10,NA,NA,NA
"MAY 1964",NA,NA,NA,NA,706.40,NA,NA,NA
"JUN 1964",NA,NA,NA,NA,661.80,NA,NA,NA
"JUL 1964",NA,NA,NA,NA,710.40,NA,NA,NA
"AGO 1964",NA,NA,NA,NA,733.20,NA,NA,NA
"SEP 1964",NA,NA,NA,NA,729.00,NA,NA,NA
"OCT 1964",NA,NA,NA,NA,732.10,NA,NA,NA
"NOV 1964",NA,NA,NA,NA,705.50,NA,NA,NA
"DIC 1964",NA,NA,NA,NA,684.20,NA,NA,NA
"ENE 1965",NA,NA,NA,NA,688.50,NA,NA,NA
"FEB 1965",NA,NA,NA,NA,672.30,NA,NA,NA
"MAR 1965",NA,NA,NA,NA,785.00,NA,NA,NA
"ABR 1965",NA,NA,NA,NA,790.30,NA,NA,NA
"MAY 1965",NA,NA,NA,NA,826.40,NA,NA,NA
"JUN 1965",NA,NA,NA,NA,845.60,NA,NA,NA
"JUL 1965",NA,NA,NA,NA,887.10,NA,NA,NA
"AGO 1965",NA,NA,NA,NA,900.00,NA,NA,NA
"SEP 1965",NA,NA,NA,NA,869.20,NA,NA,NA
"OCT 1965",NA,NA,NA,NA,877.80,NA,NA,NA
"NOV 1965",NA,NA,NA,NA,857.90,NA,NA,NA
"DIC 1965",NA,NA,NA,NA,839.70,NA,NA,NA
"ENE 1966",NA,NA,NA,NA,763.90,NA,NA,NA
"FEB 1966",NA,NA,NA,NA,824.30,NA,NA,NA
"MAR 1966",NA,NA,NA,NA,977.30,NA,NA,NA
"ABR 1966",NA,NA,NA,NA,990.10,NA,NA,NA
"MAY 1966",NA,NA,NA,NA,1042.50,NA,NA,NA
"JUN 1966",NA,NA,NA,NA,1015.10,NA,NA,NA
"JUL 1966",NA,NA,NA,NA,1040.50,NA,NA,NA
"AGO 1966",NA,NA,NA,NA,1054.90,NA,NA,NA
"SEP 1966",NA,NA,NA,NA,1041.80,NA,NA,NA
"OCT 1966",NA,NA,NA,NA,1083.70,NA,NA,NA
"NOV 1966",NA,NA,NA,NA,1009.10,NA,NA,NA
"DIC 1966",NA,NA,NA,NA,968.80,NA,NA,NA
"ENE 1967",NA,NA,NA,NA,898.90,NA,NA,NA
"FEB 1967",NA,NA,NA,NA,942.00,NA,NA,NA
"MAR 1967",NA,NA,NA,NA,1090.50,NA,NA,NA
"ABR 1967",NA,NA,NA,NA,1165.20,NA,NA,NA
"MAY 1967",NA,NA,NA,NA,1136.80,NA,NA,NA
"JUN 1967",NA,NA,NA,NA,1170.00,NA,NA,NA
"JUL 1967",NA,NA,NA,NA,1107.90,NA,NA,NA
"AGO 1967",NA,NA,NA,NA,1115.60,NA,NA,NA
"SEP 1967",NA,NA,NA,NA,1199.80,NA,NA,NA
"OCT 1967",NA,NA,NA,NA,1164.00,NA,NA,NA
"NOV 1967",NA,NA,NA,NA,1077.90,NA,NA,NA
"DIC 1967",NA,13.5,144.3,NA,1030.80,NA,NA,NA
"ENE 1968",394,2.4,208.3,599.9,1027.40,NA,NA,NA
"FEB 1968",393,5.4,99.9,487.5,1112.50,NA,NA,NA
"MAR 1968",398,36.1,110.6,472.5,1217.50,NA,NA,NA
"ABR 1968",420,8.4,106.6,518.2,1218.60,NA,NA,NA
"MAY 1968",435,13.8,91.7,512.9,1303.10,NA,NA,NA
"JUN 1968",402,11.9,84.1,474.2,1199.00,NA,NA,NA
"JUL 1968",412,5.6,74.4,480.8,1298.20,NA,NA,NA
"AGO 1968",398,11.6,121.0,507.4,1315.30,NA,NA,NA
"SEP 1968",429,3.3,103.7,529.4,1315.40,NA,NA,NA
"OCT 1968",482,33.3,194.0,642.7,1391.40,NA,NA,NA
"NOV 1968",462,17.1,113.8,558.7,1294.40,NA,NA,NA
"DIC 1968",458,20.7,126.0,563.3,1215.50,NA,NA,NA
"ENE 1969",474,6.6,186.8,654.2,1145.20,NA,NA,NA
"FEB 1969",376,14.3,156.3,518.0,1179.20,NA,NA,NA
"MAR 1969",481,7.8,127.8,601.0,1315.70,NA,NA,NA
"ABR 1969",532,12.8,189.6,708.8,1330.20,NA,NA,NA
"MAY 1969",493,7.0,191.8,677.8,1417.90,NA,NA,NA
"JUN 1969",498,8.1,143.4,633.3,1373.20,NA,NA,NA
"JUL 1969",503,9.9,199.8,692.9,1429.40,NA,NA,NA
"AGO 1969",464,11.5,232.4,684.9,1430.70,NA,NA,NA
"SEP 1969",514,33.5,184.3,664.8,1388.70,NA,NA,NA
"OCT 1969",564,20.7,234.2,777.5,1417.60,NA,NA,NA
"NOV 1969",530,16.0,216.5,730.5,1342.00,NA,NA,NA
"DIC 1969",553,51.6,272.7,774.1,1242.90,NA,NA,NA
"ENE 1970",583,14.1,304.8,873.7,1076.00,0.400,25.500,1171.00
"FEB 1970",569,9.8,218.9,778.1,1252.80,1.600,6.200,1297.00
"MAR 1970",602,31.6,243.5,813.9,1414.50,5.200,13.500,1340.00
"ABR 1970",648,24.4,353.4,977.0,1469.90,7.700,11.100,1607.00
"MAY 1970",657,22.7,251.5,885.8,1472.10,10.700,6.800,1395.00
"JUN 1970",680,20.8,229.6,888.8,1404.90,1.900,15.000,1443.00
"JUL 1970",643,14.6,206.2,834.6,1426.10,23.100,13.700,1446.00
"AGO 1970",613,31.3,137.7,719.4,1439.60,24.500,5.300,1403.00
"SEP 1970",524,35.4,157.9,646.5,1428.10,12.400,7.200,1462.00
"OCT 1970",638,63.6,141.9,716.3,1473.50,37.200,8.000,1454.00
"NOV 1970",663,35.3,154.1,781.8,1427.60,18.500,8.400,1397.00
"DIC 1970",644,26.0,135.0,753.0,1251.00,3.400,5.900,1160.00
"ENE 1971",658,28.7,104.9,734.2,1065.70,13.700,14.500,1088.00
"FEB 1971",577,47.9,139.0,668.1,1273.40,30.600,2.900,1258.00
"MAR 1971",605,26.5,138.7,717.2,1406.70,21.700,2.700,1419.00
"ABR 1971",615,83.7,46.1,577.4,1366.20,16.200,6.600,1383.00
"MAY 1971",706,133.2,69.2,642.0,1467.70,38.500,11.800,1393.00
"JUN 1971",704,43.0,76.1,737.1,1455.70,57.900,2.500,1417.00
"JUL 1971",720,299.6,81.6,502.0,1512.80,18.300,3.200,1555.00
"AGO 1971",620,158.5,95.0,556.5,1518.00,72.700,5.000,1443.00
"SEP 1971",664,3.4,79.4,740.0,1466.80,51.500,3.800,1448.00
"OCT 1971",723,111.9,110.6,721.7,1519.60,133.600,5.700,1392.00
"NOV 1971",716,116.9,104.2,703.3,1496.50,68.800,3.000,1445.00
"DIC 1971",717,131.9,113.0,698.1,1444.10,87.300,5.000,1362.00
"ENE 1972",746,95.7,152.2,802.5,1268.70,76.200,7.400,1225.00
"FEB 1972",723,65.3,144.6,802.3,1389.70,83.500,3.600,1368.00
"MAR 1972",774,56.8,124.5,841.7,1591.00,5.800,4.200,1610.00
"ABR 1972",776,239.7,95.6,631.9,1617.70,20.400,4.100,1623.00
"MAY 1972",789,190.4,98.0,696.6,1703.50,92.200,4.900,1639.00
"JUN 1972",802,158.6,101.0,744.4,1677.00,77.100,2.900,1603.00
"JUL 1972",762,289.3,142.6,615.3,1678.20,34.700,2.600,1594.00
"AGO 1972",715,3.6,133.1,844.5,1810.50,59.400,2.100,1772.00
"SEP 1972",804,288.7,125.2,640.5,1731.20,100.600,2.400,1674.00
"OCT 1972",871,88.9,140.0,922.1,1711.00,75.100,2.300,1641.00
"NOV 1972",885,212.2,131.3,804.1,1680.20,63.200,2.400,1668.00
"DIC 1972",883,161.5,138.8,860.3,1582.30,63.900,2.100,1457.00
"ENE 1973",920,179.6,156.5,896.9,1552.60,121.300,2.100,1566.00
"FEB 1973",893,296.7,136.7,733.0,1690.20,59.400,3.700,1660.00
"MAR 1973",991,166.4,183.1,1007.7,1943.10,116.000,7.200,1875.00
"ABR 1973",928,204.7,184.3,907.6,1741.60,60.100,4.200,1737.00
"MAY 1973",945,195.6,150.5,899.9,1955.20,129.000,3.600,1891.00
"JUN 1973",915,211.2,111.3,815.1,1918.30,0.700,25.700,1919.00
"JUL 1973",881,154.2,104.6,831.4,1888.90,61.400,40.300,1847.00
"AGO 1973",765,18.5,89.3,835.8,1886.20,71.300,13.700,1898.00
"SEP 1973",840,277.5,79.6,642.1,1883.70,75.700,36.700,1827.00
"OCT 1973",903,182.0,88.1,809.1,1914.50,51.400,12.100,1914.00
"NOV 1973",925,171.5,90.2,843.7,1903.10,73.700,23.900,1887.00
"DIC 1973",902,146.1,86.2,842.1,1848.00,56.400,5.800,1588.00
"ENE 1974",871,124.3,98.1,844.8,1864.00,88.600,3.000,1825.00
"FEB 1974",877,107.4,71.8,841.4,1723.00,84.200,9.300,1720.00
"MAR 1974",1001,153.4,97.2,944.8,2001.00,78.300,2.800,1851.00
"ABR 1974",952,78.0,86.7,960.7,2008.00,101.600,2.400,1925.00
"MAY 1974",1006,120.7,98.4,983.7,2115.70,92.400,2.300,2058.00
"JUN 1974",968,70.0,105.6,1003.6,2015.20,105.100,9.800,1828.00
"JUL 1974",966,77.0,137.6,1026.6,1962.50,122.000,1.500,1870.00
"AGO 1974",835,24.7,154.4,964.7,1955.60,200.200,1.100,1844.00
"SEP 1974",984,23.1,179.1,1140.0,1978.40,170.100,0.800,1818.00
"OCT 1974",1064,147.3,164.8,1081.5,2097.70,101.400,1.400,2012.00
"NOV 1974",983,78.8,178.4,1082.6,1995.50,180.000,0.600,1799.00
"DIC 1974",969,63.5,233.7,1139.2,1943.80,187.400,1.500,1602.00
"ENE 1975",773,102.5,278.7,949.2,1688.50,127.900,0.800,1607.00
"FEB 1975",944,83.5,244.5,1105.0,1761.50,142.700,1.100,1637.00
"MAR 1975",1001,92.5,211.8,1120.3,1851.80,110.500,1.300,1565.00
"ABR 1975",1023,97.1,248.9,1174.8,1987.10,234.000,1.000,1913.00
"MAY 1975",995,108.2,138.4,1025.2,2176.80,351.100,1.800,1823.00
"JUN 1975",980,129.0,207.4,1058.4,2270.00,448.400,0.800,1869.00
"JUL 1975",951,231.0,247.7,967.7,2166.80,427.800,1.100,1763.00
"AGO 1975",747,197.0,163.8,713.8,2101.30,400.300,0.200,1621.00
"SEP 1975",911,210.1,204.1,905.0,2088.40,380.600,1.200,1824.00
"OCT 1975",939,262.0,85.2,762.2,2194.10,198.900,0.500,2006.00
"NOV 1975",872,251.3,182.3,803.0,1943.40,149.900,0.700,1672.00
"DIC 1975",955,290.2,154.7,819.5,1740.10,167.700,0.600,1550.00
"ENE 1976",842,268.7,315.3,888.6,1715.40,204.600,2.300,1527.00
"FEB 1976",890,293.9,89.8,685.9,1766.50,216.900,1.200,1539.00
"MAR 1976",820,294.2,52.4,578.2,2174.30,290.100,1.500,2006.00
"ABR 1976",967,256.4,72.3,782.9,2186.40,324.200,1.400,1789.00
"MAY 1976",1050,176.8,501.9,1375.1,2214.00,291.600,1.100,1854.00
"JUN 1976",994,359.6,871.1,1505.5,2084.20,344.600,0.600,1783.00
"JUL 1976",993,280.5,378.2,1090.7,2194.00,360.700,1.500,1897.00
"AGO 1976",719,266.3,213.8,666.5,2200.60,449.100,1.000,1742.00
"SEP 1976",888,234.9,95.7,748.8,2119.70,426.200,0.600,1867.00
"OCT 1976",961,257.8,88.1,791.3,2284.80,421.300,0.800,1811.00
"NOV 1976",939,155.1,113.6,897.5,2174.20,380.400,0.500,1842.00
"DIC 1976",919,390.1,497.8,1026.7,2087.70,400.100,0.600,1654.00
"ENE 1977",935,177.1,71.9,829.8,1954.80,469.400,0.300,1491.00
"FEB 1977",917,329.6,109.0,696.4,2205.00,596.600,0.600,1694.00
"MAR 1977",961,290.7,89.3,759.6,2531.60,554.200,0.500,2047.00
"ABR 1977",932,239.0,129.5,822.5,2323.60,511.400,0.500,1738.00
"MAY 1977",964,347.9,161.2,777.3,2427.10,510.200,0.500,1970.00
"JUN 1977",991,236.3,155.6,910.3,2370.00,561.100,0.500,1919.00
"JUL 1977",923,312.9,163.2,773.3,2414.80,426.800,0.800,1766.00
"AGO 1977",709,123.8,208.9,794.1,2332.80,590.400,0.200,1826.00
"SEP 1977",904,500.6,114.3,517.7,2435.20,565.800,0.800,1960.00
"OCT 1977",986,259.8,108.1,834.3,2473.50,605.100,0.800,1860.00
"NOV 1977",998,291.3,77.5,784.2,2390.20,574.900,1.100,1915.00
"DIC 1977",948,409.7,62.2,600.5,2136.50,527.400,0.700,1598.00
"ENE 1978",971,276.8,219.8,914.0,2167.60,472.800,1.100,1672.00
"FEB 1978",879,551.4,86.3,413.9,2245.30,577.400,1.400,1671.00
"MAR 1978",958,514.1,62.0,505.9,2534.80,745.800,0.800,1818.00
"ABR 1978",943,492.2,55.7,506.5,2602.50,676.700,0.900,1872.00
"MAY 1978",953,689.5,68.9,332.4,2625.40,787.200,0.500,1930.00
"JUN 1978",966,426.5,62.7,602.2,2806.90,827.600,0.400,2072.00
"JUL 1978",887,426.1,89.8,550.7,2754.60,721.100,0.700,1861.00
"AGO 1978",668,462.1,43.6,249.5,2572.70,735.800,0.300,1847.00
"SEP 1978",987,389.9,57.6,654.7,2611.30,729.600,0.700,1944.00
"OCT 1978",1035,344.1,73.6,764.5,2689.90,692.600,0.800,1974.00
"NOV 1978",1065,479.0,102.0,688.0,2572.10,588.800,0.500,1976.00
"DIC 1978",1033,401.9,90.4,721.5,2050.00,455.000,1.000,1402.00
"ENE 1979",1059,452.2,80.0,686.8,2008.00,576.200,0.500,1596.00
"FEB 1979",924,456.4,85.5,553.1,2113.00,545.000,1.000,1572.00
"MAR 1979",1046,325.2,73.6,794.4,2476.00,568.000,0.800,1834.00
"ABR 1979",1006,406.9,120.8,719.9,2235.00,534.000,1.000,1685.00
"MAY 1979",1106,500.5,137.9,743.4,2567.00,586.000,1.000,1999.00
"JUN 1979",1057,510.9,86.0,632.1,2393.00,638.000,1.000,1828.00
"JUL 1979",1027,610.9,147.6,563.7,2556.00,676.000,1.000,1869.00
"AGO 1979",726,146.4,91.9,671.5,2378.00,659.000,1.000,1703.00
"SEP 1979",1058,494.9,99.5,662.6,2418.00,716.000,1.000,1674.00
"OCT 1979",1053,386.5,156.9,823.4,2433.00,670.000,0.000,1787.00
"NOV 1979",1049,541.1,129.0,636.9,2367.00,652.000,1.000,1775.00
"DIC 1979",1069,734.8,171.1,505.3,2107.00,529.000,2.000,1443.00
"ENE 1980",1080,168.0,172.0,1084.0,2179.00,680.000,1.000,1637.00
"FEB 1980",900,700.0,162.0,362.0,2290.00,656.000,2.000,1656.00
"MAR 1980",1107,467.0,130.0,770.0,2474.00,799.000,0.000,1691.00
"ABR 1980",1132,364.0,128.0,896.0,2357.00,654.000,1.000,1670.00
"MAY 1980",1162,798.0,116.7,480.7,2519.00,774.000,0.000,1748.00
"JUN 1980",1121,830.0,164.0,455.0,2321.00,642.300,0.000,1659.00
"JUL 1980",1065,250.0,149.0,964.0,2549.00,701.100,0.000,1830.00
"AGO 1980",653,22.0,106.0,737.0,2234.00,696.000,1.000,1466.00
"SEP 1980",1105,151.0,133.0,1087.0,2327.00,747.100,7.000,1697.00
"OCT 1980",1184,483.0,130.0,831.0,2471.00,742.000,2.000,1786.00
"NOV 1980",1076,629.0,138.0,585.0,2327.00,671.200,2.800,1558.00
"DIC 1980",1058,1065.0,154.0,147.0,1961.00,555.000,1.800,1326.00
"ENE 1981",1108,122.0,127.0,1113.0,1873.00,620.000,0.800,1344.00
"FEB 1981",1049,734.0,145.0,460.0,2213.00,781.500,1.400,1456.00
"MAR 1981",1078,315.0,145.0,908.0,2683.00,1032.000,0.000,1776.00
"ABR 1981",1178,211.0,112.0,1079.0,2552.00,989.900,0.000,1455.00
"MAY 1981",1130,509.0,141.0,762.0,2595.00,972.900,0.300,1584.00
"JUN 1981",1141,727.0,125.0,539.0,2351.00,814.400,2.200,1615.00
"JUL 1981",1105,860.0,110.0,355.0,2308.00,515.900,2.100,1734.00
"AGO 1981",709,585.0,126.0,250.0,2494.00,969.100,1.700,1474.00
"SEP 1981",1091,485.0,131.0,737.0,2277.00,670.600,1.600,1568.00
"OCT 1981",1099,304.0,99.0,894.0,2519.00,1017.600,4.000,1581.00
"NOV 1981",1108,535.0,90.0,663.0,2492.00,917.800,1.400,1616.00
"DIC 1981",1100,1168.0,137.0,69.0,2394.00,981.900,0.000,1284.00
"ENE 1982",1104,480.0,147.0,771.0,2316.00,1118.500,1.000,1238.00
"FEB 1982",1099,726.0,161.0,534.0,2350.00,902.800,0.800,1414.00
"MAR 1982",1168,525.0,140.0,783.0,2597.00,969.400,0.900,1693.00
"ABR 1982",1101,372.0,120.0,849.0,2466.00,972.400,1.500,1553.00
"MAY 1982",1217,390.0,179.0,1006.0,2668.00,853.100,1.500,1662.00
"JUN 1982",1160,389.0,209.0,980.0,2597.00,1042.300,1.500,1582.00
"JUL 1982",1117,936.0,234.0,415.0,2323.00,653.200,1.700,1680.00
"AGO 1982",601,260.0,158.0,499.0,2485.00,938.400,0.600,1576.00
"SEP 1982",1132,621.0,199.0,710.0,2418.00,859.900,1.200,1634.00
"OCT 1982",1183,226.0,117.0,1074.0,2493.00,929.800,0.800,1491.00
"NOV 1982",1107,817.0,151.0,441.0,2387.00,994.600,1.500,1559.00
"DIC 1982",1189,615.0,144.0,718.0,2490.00,969.900,0.000,1449.00
"ENE 1983",1175,300.3,135.5,1010.2,2382.00,980.900,0.700,1387.00
"FEB 1983",1095,394.7,118.0,818.3,2350.00,1004.300,0.500,1297.00
"MAR 1983",1197,783.0,100.0,514.0,2824.00,1222.400,0.700,1704.00
"ABR 1983",1131,321.0,122.0,932.0,2718.00,1218.500,0.000,1544.00
"MAY 1983",1086,765.0,138.0,459.0,2869.00,1081.300,0.000,1694.00
"JUN 1983",1119,840.0,168.0,447.0,2534.00,897.900,1.900,1586.00
"JUL 1983",1120,513.0,110.0,717.0,2520.00,974.400,0.700,1516.00
"AGO 1983",612,638.0,109.0,83.0,2565.00,1049.600,6.000,1525.00
"SEP 1983",1026,835.9,96.7,286.8,2411.00,1002.600,0.600,1506.00
"OCT 1983",1085,569.0,96.0,612.0,2610.00,1065.700,0.700,1446.00
"NOV 1983",1063,730.0,91.0,424.0,2325.00,1023.800,0.500,1397.00
"DIC 1983",1331,719.0,104.0,716.0,2509.00,1116.800,0.500,1324.00
"ENE 1984",1138,740.0,108.0,506.0,2203.00,859.300,1.200,1290.00
"FEB 1984",1145,749.0,122.0,518.0,2019.00,694.800,0.500,1299.00
"MAR 1984",1145,608.0,115.0,652.0,2260.00,934.000,0.000,1348.00
"ABR 1984",1175,576.0,117.0,716.0,2095.00,831.400,0.400,1307.00
"MAY 1984",1163,967.0,143.0,339.0,2152.00,824.400,0.000,1448.00
"JUN 1984",1183,941.0,125.0,367.0,2087.00,599.400,1.200,1405.00
"JUL 1984",1168,697.3,118.2,588.9,2283.00,836.100,0.500,1453.00
"AGO 1984",653,550.0,126.0,229.0,2334.00,876.500,0.500,1428.00
"SEP 1984",1153,624.0,87.0,616.0,2288.00,1005.900,0.500,1329.00
"OCT 1984",1190,679.0,140.0,651.0,2140.00,754.900,0.500,1481.00
"NOV 1984",1197,647.0,118.0,668.0,1772.00,491.000,0.500,1284.00
"DIC 1984",1187,802.8,160.3,544.5,1802.00,503.400,0.300,1166.00
"ENE 1985",1187,603.2,112.4,696.2,1401.00,402.500,0.000,1022.00
"FEB 1985",1167,704.0,185.0,648.0,1521.00,379.500,1.000,1179.00
"MAR 1985",1244,786.0,193.0,651.0,1749.00,380.400,0.500,1303.00
"ABR 1985",1202,702.0,160.0,660.0,1801.00,614.100,0.300,1342.00
"MAY 1985",1242,1008.0,154.0,388.0,2013.00,554.800,0.600,1507.00
"JUN 1985",1187,795.0,159.0,551.0,1935.00,441.000,0.500,1343.00
"JUL 1985",1236,1204.0,118.0,150.0,1859.00,411.800,0.600,1523.00
"AGO 1985",636,874.0,106.0,-132.0,1907.00,471.900,0.100,1387.00
"SEP 1985",1263,542.0,142.0,863.0,2000.00,477.600,0.600,1478.00
"OCT 1985",1278,843.0,166.0,601.0,2001.00,473.800,0.400,1691.00
"NOV 1985",1271,839.0,140.0,572.0,1914.00,422.100,0.000,1393.00
"DIC 1985",1279,1141.0,195.0,333.0,1777.00,447.300,0.600,1376.00
"ENE 1986",1208,429.8,203.0,981.2,1464.00,245.300,0.000,1206.00
